link_id,entity_id,label_isFraud,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,tx_day_int
29445,0,0,186,CASH_OUT,276549.68,C2132699791,0.0,0.0,C1032622480,1273370.38,1549920.06,0,0,7
29446,0,0,347,CASH_OUT,373320.09,C1537843497,202603.0,0.0,C1926668409,0.0,373320.09,0,0,14
29447,0,0,324,CASH_OUT,297298.59,C1837136563,493823.0,196524.41,C1822334695,0.0,297298.59,0,0,13
29448,0,1,640,CASH_OUT,1266752.6,C1349492818,1266752.6,0.0,C831536312,0.0,1266752.6,1,0,26
29449,0,1,81,TRANSFER,221936.6,C238307313,221936.6,0.0,C1029951793,0.0,0.0,1,0,3
29450,0,1,339,TRANSFER,1532281.61,C1947091405,1532281.61,0.0,C829302750,0.0,0.0,1,0,14
29451,0,1,673,TRANSFER,888905.27,C130753302,888905.27,0.0,C1877166581,0.0,0.0,1,0,28
29452,0,0,234,CASH_OUT,751116.97,C1355705739,0.0,0.0,C582831962,1076641.62,1827758.59,0,0,9
29453,0,1,287,TRANSFER,223730.4,C734008057,223730.4,0.0,C1763626980,0.0,0.0,1,0,11
29454,0,0,348,CASH_OUT,216321.94,C1905463404,11123.0,0.0,C313494551,81917.54,298239.49,0,0,14
29455,0,0,273,PAYMENT,4877.39,C1597161085,0.0,0.0,M1174875080,0.0,0.0,0,0,11
29456,0,0,283,PAYMENT,14278.49,C393553904,0.0,0.0,M1812870236,0.0,0.0,0,0,11
29457,0,0,36,CASH_OUT,56287.14,C1804959679,18876.85,0.0,C1379234163,88532.35,144819.48,0,0,1
29458,0,1,444,TRANSFER,541486.74,C1850675328,541486.74,0.0,C7396544,0.0,0.0,1,0,18
29459,0,1,33,TRANSFER,9887819.06,C1548903046,9887819.06,0.0,C2065423383,0.0,0.0,1,0,1
29460,0,1,354,TRANSFER,66550.0,C1257904471,66550.0,0.0,C1927793477,0.0,0.0,1,0,14
29461,0,1,371,CASH_OUT,174324.94,C1392000851,174324.94,0.0,C1530402774,226694.63,401019.57,1,0,15
29462,0,1,644,TRANSFER,513610.51,C2054490083,513610.51,0.0,C469157358,0.0,0.0,1,0,26
29463,0,1,212,CASH_OUT,1434440.31,C886007554,1434440.31,0.0,C1581407467,0.0,1434440.31,1,0,8
29464,0,0,260,CASH_OUT,176444.98,C603565956,924981.0,748536.02,C1624118374,147118.47,323563.45,0,0,10
29465,0,1,214,CASH_OUT,2485467.28,C159949095,2485467.28,0.0,C2133680119,0.0,2485467.28,1,0,8
29466,0,1,690,CASH_OUT,3574316.05,C438537495,3574316.05,0.0,C2102646541,260882.71,3835198.77,1,0,28
29467,0,0,348,CASH_IN,36087.89,C636839961,1388279.06,1424366.96,C2006451874,810897.84,774809.95,0,0,14
29468,0,0,250,PAYMENT,20490.98,C215963812,10331.0,0.0,M1672167372,0.0,0.0,0,0,10
29469,0,0,330,CASH_OUT,7589.12,C848725774,0.0,0.0,C1108748738,132943.98,140533.1,0,0,13
29470,0,0,131,CASH_IN,134974.98,C884820775,11493737.02,11628712.0,C1837146339,291890.03,156915.05,0,0,5
29471,0,1,213,CASH_OUT,1123639.01,C220508726,1123639.01,0.0,C1745434943,0.0,1123639.01,1,0,8
29472,0,1,235,CASH_OUT,638487.85,C810576421,638487.85,0.0,C393990898,0.0,638487.85,1,0,9
29473,0,1,652,CASH_OUT,2054631.55,C1916867562,2054631.55,0.0,C499193602,0.0,2054631.55,1,0,27
29474,0,0,371,PAYMENT,29130.98,C824385037,137520.36,108389.39,M548838574,0.0,0.0,0,0,15
29475,0,0,18,PAYMENT,501.25,C1714988166,10146.0,9644.75,M1033407143,0.0,0.0,0,0,0
29476,0,0,259,PAYMENT,6337.72,C1992736304,0.0,0.0,M2045919727,0.0,0.0,0,0,10
29477,0,0,323,CASH_OUT,181274.2,C669164411,682.0,0.0,C1022056030,657287.31,838561.51,0,0,13
29478,0,1,461,TRANSFER,6273660.45,C1269763321,6273660.45,0.0,C7990337,0.0,0.0,1,0,19
29479,0,1,714,TRANSFER,8838.19,C356480504,8838.19,0.0,C1101816273,0.0,0.0,1,0,29
29480,0,1,443,CASH_OUT,1795622.71,C142314551,1795622.71,0.0,C1793840709,307814.85,2103437.56,1,0,18
29481,0,1,462,TRANSFER,4342582.37,C1976332867,4342582.37,0.0,C1903233179,0.0,0.0,1,0,19
29482,0,1,686,TRANSFER,107732.98,C1782019043,107732.98,0.0,C237935260,0.0,0.0,1,0,28
29483,0,0,22,PAYMENT,21078.26,C435734483,49769.0,28690.74,M998401882,0.0,0.0,0,0,0
29484,0,0,17,PAYMENT,11445.11,C1237688285,155070.54,143625.44,M45779374,0.0,0.0,0,0,0
29485,0,0,377,CASH_IN,275661.08,C279236138,1540350.18,1816011.26,C2029082859,4032714.54,3757053.46,0,0,15
29486,0,0,204,CASH_OUT,305689.34,C729364155,51428.0,0.0,C1209334522,1038301.7,1343991.04,0,0,8
29487,0,0,13,CASH_OUT,450942.21,C107384070,839.0,0.0,C329300106,113939.0,564881.21,0,0,0
29488,0,1,628,TRANSFER,385207.12,C1182722918,385207.12,0.0,C820606859,0.0,0.0,1,0,26
29489,0,1,309,CASH_OUT,3490916.0,C1526528147,3490916.0,0.0,C138172146,112756.43,3603672.42,1,0,12
29490,0,1,646,CASH_OUT,0.0,C2060908932,0.0,0.0,C1587892888,0.0,0.0,1,0,26
29491,0,1,513,CASH_OUT,168033.36,C1095293428,168033.36,0.0,C1796245916,1007215.9,1175249.26,1,0,21
29492,0,0,251,TRANSFER,930349.27,C1356156242,11402.0,0.0,C436153761,4991211.92,5921561.18,0,0,10
29493,0,0,262,PAYMENT,17945.33,C1885739897,0.0,0.0,M2041252510,0.0,0.0,0,0,10
29494,0,1,488,TRANSFER,326052.83,C726617458,326052.83,0.0,C1996615895,0.0,0.0,1,0,20
29495,0,1,181,TRANSFER,252189.32,C636129537,252189.32,0.0,C1515281371,0.0,0.0,1,0,7
29496,0,0,213,CASH_OUT,52242.86,C1479404468,120760.0,68517.14,C220749367,0.0,52242.86,0,0,8
29497,0,1,707,TRANSFER,3049753.79,C470081604,3049753.79,0.0,C365773860,0.0,0.0,1,0,29
29498,0,1,742,CASH_OUT,652993.91,C1614818636,652993.91,0.0,C362803701,0.0,652993.91,1,0,30
29499,0,1,336,CASH_OUT,170038.31,C948610987,170038.31,0.0,C1691754688,88268.89,258307.2,1,0,14
29500,0,1,98,TRANSFER,63624.08,C1872359745,63624.08,0.0,C1089130504,0.0,0.0,1,0,4
29501,0,0,354,CASH_OUT,315398.97,C611302364,0.0,0.0,C1929040513,970559.4,1285958.37,0,0,14
29502,0,1,407,TRANSFER,48132.52,C1486866728,48132.52,0.0,C1884465429,0.0,0.0,1,0,16
29503,0,0,19,CASH_OUT,66372.97,C2061177850,5088.0,0.0,C1742881869,1518890.54,1585263.52,0,0,0
29504,0,0,16,PAYMENT,20602.03,C1880163118,55570.0,34967.97,M955174363,0.0,0.0,0,0,0
29505,0,0,595,CASH_OUT,135650.55,C468876790,1046.0,0.0,C1044660251,558914.36,694564.91,0,0,24
29506,0,1,514,TRANSFER,10000000.0,C642807002,15912204.0,5912204.0,C177097272,0.0,0.0,1,0,21
29507,0,0,285,CASH_OUT,275340.22,C2109883860,0.0,0.0,C2007575119,329892.39,605232.61,0,0,11
29508,0,0,661,PAYMENT,6520.21,C717645833,0.0,0.0,M689568013,0.0,0.0,0,0,27
29509,0,0,206,PAYMENT,25889.26,C1848977665,15197.7,0.0,M1361282103,0.0,0.0,0,0,8
29510,0,0,188,TRANSFER,555877.1,C860190950,69337.0,0.0,C1839236136,0.0,555877.1,0,0,7
29511,0,1,120,TRANSFER,105859.41,C1982717014,105859.41,0.0,C959776008,0.0,0.0,1,0,5
29512,0,1,613,TRANSFER,1005365.24,C240430551,1005365.24,0.0,C541074037,0.0,0.0,1,0,25
29513,0,1,40,CASH_OUT,7887.75,C418271713,7887.75,0.0,C795853330,0.0,7887.75,1,0,1
29514,0,0,130,CASH_OUT,520098.04,C397328044,93284.0,0.0,C440046637,11631.62,531729.65,0,0,5
29515,0,1,109,TRANSFER,252417.45,C1220229602,252417.45,0.0,C1660826618,0.0,0.0,1,0,4
29516,0,1,408,TRANSFER,2567602.1,C1191696703,2567602.1,0.0,C1815124854,0.0,0.0,1,0,17
29517,0,0,282,PAYMENT,5938.06,C1963279022,0.0,0.0,M2001874558,0.0,0.0,0,0,11
29518,0,0,399,CASH_IN,47769.51,C1848842803,25475.0,73244.51,C292436539,575995.88,528226.37,0,0,16
29519,0,1,201,CASH_OUT,564699.59,C983474187,564699.59,0.0,C1474387671,0.0,564699.59,1,0,8
29520,0,0,251,CASH_OUT,56563.56,C1081357887,0.0,0.0,C1534831885,75200.59,131764.16,0,0,10
29521,0,1,226,CASH_OUT,5772.0,C625876553,5772.0,0.0,C480476541,252750.28,258522.28,1,0,9
29522,0,0,11,TRANSFER,1391711.44,C1029611296,1002419.0,0.0,C1387146776,0.0,1391711.44,0,0,0
29523,0,0,163,CASH_OUT,419717.55,C448510573,0.0,0.0,C1817014992,3598051.01,4017768.57,0,0,6
29524,0,0,402,TRANSFER,21005.44,C1441598065,0.0,0.0,C626331806,114816.78,135822.22,0,0,16
29525,0,0,352,PAYMENT,39501.96,C1042179141,109190.0,69688.04,M87361086,0.0,0.0,0,0,14
29526,0,0,156,CASH_IN,57389.95,C1102555347,311771.0,369160.95,C1557454340,279422.84,222032.9,0,0,6
29527,0,0,283,TRANSFER,149660.45,C956249347,18216.0,0.0,C1399797776,6793.23,156453.68,0,0,11
29528,0,1,506,CASH_OUT,10000000.0,C1180822515,10000000.0,0.0,C758711155,1920358.24,11920358.24,1,0,21
29529,0,0,260,PAYMENT,11659.6,C917180525,14552.0,2892.4,M2119882090,0.0,0.0,0,0,10
29530,0,1,399,CASH_OUT,1442075.9,C2135299801,1442075.9,0.0,C266594026,168728.6,1610804.5,1,0,16
29531,0,0,595,CASH_OUT,160214.03,C1958409366,0.0,0.0,C1128432096,8730897.12,8891111.15,0,0,24
29532,0,1,713,CASH_OUT,108779.53,C522404571,108779.53,0.0,C71110217,0.0,108779.53,1,0,29
29533,0,0,211,CASH_OUT,194451.42,C911047307,21707.56,0.0,C1483613105,490577.63,685029.05,0,0,8
29534,0,0,451,CASH_OUT,198307.53,C1558880140,261661.73,63354.2,C868255835,733416.25,931723.78,0,0,18
29535,0,1,670,TRANSFER,929106.32,C1689585176,929106.32,0.0,C57612044,0.0,0.0,1,0,27
29536,0,1,617,TRANSFER,10000000.0,C1612182760,12542664.27,2542664.27,C455244250,0.0,0.0,1,0,25
29537,0,0,20,CASH_IN,8201.23,C828338247,7134202.31,7142403.54,C125757431,574877.96,566676.73,0,0,0
29538,0,1,194,CASH_OUT,21741.36,C996937120,21741.36,0.0,C2092944197,1291168.87,1312910.22,1,0,8
29539,0,0,202,CASH_IN,166349.82,C414588702,102989.0,269338.82,C845932769,1480233.54,1313883.72,0,0,8
29540,0,0,278,CASH_OUT,27504.99,C1931975570,32028.84,4523.85,C745011852,471426.09,498931.07,0,0,11
29541,0,1,445,CASH_OUT,72901.03,C1596300422,72901.03,0.0,C1818578637,0.0,72901.03,1,0,18
29542,0,0,324,CASH_IN,61805.34,C1042345169,41614.0,103419.34,C971777886,0.0,0.0,0,0,13
29543,0,0,284,TRANSFER,1920518.64,C214192735,0.0,0.0,C796833511,1960370.0,3880888.64,0,0,11
29544,0,1,110,TRANSFER,93732.16,C549532314,93732.16,0.0,C247181868,0.0,0.0,1,0,4
29545,0,1,143,TRANSFER,3222396.0,C6950250,3222396.0,0.0,C525235814,0.0,0.0,1,0,5
29546,0,0,286,DEBIT,1191.8,C1528801246,36766.0,35574.2,C1427424936,752618.61,1040481.74,0,0,11
29547,0,1,421,TRANSFER,207021.45,C376689274,207021.45,0.0,C1019270751,0.0,0.0,1,0,17
29548,0,1,558,CASH_OUT,316877.85,C314495113,316877.85,0.0,C2019920995,0.0,316877.85,1,0,23
29549,0,0,379,PAYMENT,8473.19,C1043527284,0.0,0.0,M573898162,0.0,0.0,0,0,15
29550,0,0,250,PAYMENT,24135.09,C628991808,660804.0,636668.91,M1195341580,0.0,0.0,0,0,10
29551,0,1,320,CASH_OUT,148305.3,C936451148,148305.3,0.0,C819382970,0.0,148305.3,1,0,13
29552,0,0,402,CASH_OUT,180093.1,C192427007,15833.5,0.0,C1248577638,466433.06,646526.16,0,0,16
29553,0,1,4,CASH_OUT,2930418.44,C2044690596,2930418.44,0.0,C932583850,3616012.1,6963508.84,1,0,0
29554,0,0,232,CASH_OUT,36676.23,C2137358708,150579.0,113902.77,C1991924441,128734.02,165410.25,0,0,9
29555,0,1,160,CASH_OUT,7670038.08,C1039668554,7670038.08,0.0,C2113941945,855331.21,8525369.29,1,0,6
29556,0,0,210,CASH_OUT,107061.76,C1594185014,59925.0,0.0,C276906502,278807.47,385869.23,0,0,8
29557,0,1,613,CASH_OUT,1005365.24,C2007750863,1005365.24,0.0,C14584832,1698044.17,2703409.41,1,0,25
29558,0,1,56,CASH_OUT,829885.13,C1179900921,829885.13,0.0,C2021579766,13276462.12,14106347.25,1,0,2
29559,0,0,306,TRANSFER,870281.36,C486012039,615428.0,0.0,C1337563431,5828887.47,6699168.83,0,0,12
29560,0,1,152,TRANSFER,102945.99,C488688199,102945.99,0.0,C1626596200,0.0,0.0,1,0,6
29561,0,0,41,CASH_OUT,286776.45,C173973759,20556.0,0.0,C1963775846,0.0,286776.45,0,0,1
29562,0,1,559,CASH_OUT,2517188.06,C1610441162,2517188.06,0.0,C781288209,149509.18,2666697.24,1,0,23
29563,0,1,8,CASH_OUT,89631.24,C1938531779,89631.24,0.0,C2048578791,21175.0,0.0,1,0,0
29564,0,1,74,TRANSFER,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,1,0,3
29565,0,1,383,TRANSFER,4104942.7,C827588953,4104942.7,0.0,C878693982,0.0,0.0,1,0,15
29566,0,1,577,TRANSFER,763170.76,C578629553,763170.76,0.0,C249184120,0.0,0.0,1,0,24
29567,0,1,445,TRANSFER,2277862.67,C10702255,2277862.67,0.0,C1366837839,0.0,0.0,1,0,18
29568,0,0,20,PAYMENT,24986.56,C1733467445,5518.0,0.0,M1235184208,0.0,0.0,0,0,0
29569,0,0,372,PAYMENT,10253.52,C1035639235,0.0,0.0,M438500880,0.0,0.0,0,0,15
29570,0,0,161,CASH_OUT,129895.49,C1338344480,100532.0,0.0,C802913476,0.0,129895.49,0,0,6
29571,0,1,601,CASH_OUT,1054244.29,C1851065642,1054244.29,0.0,C359107555,944153.97,1998398.26,1,0,25
29572,0,0,184,PAYMENT,5212.14,C80683785,85213.05,80000.91,M491740554,0.0,0.0,0,0,7
29573,0,1,117,CASH_OUT,466359.63,C1868920588,466359.63,0.0,C1810440109,910109.57,1376469.2,1,0,4
29574,0,1,15,CASH_OUT,212089.74,C1970843703,212089.74,0.0,C597280894,257758.48,469848.23,1,0,0
29575,0,0,133,CASH_OUT,37046.78,C1323865943,412806.0,375759.22,C192369178,246275.7,283322.48,0,0,5
29576,0,1,699,CASH_OUT,148714.54,C1745419959,148714.54,0.0,C1737815990,0.0,148714.54,1,0,29
29577,0,1,2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0,0
29578,0,0,153,CASH_IN,150120.4,C1417396693,5754800.12,5904920.52,C1531884817,156931.82,6811.42,0,0,6
29579,0,0,166,TRANSFER,15285.9,C456131127,113850.0,98564.1,C319998132,0.0,15285.9,0,0,6
29580,0,0,306,PAYMENT,6916.83,C1968653610,0.0,0.0,M1810857886,0.0,0.0,0,0,12
29581,0,1,251,TRANSFER,8276235.5,C1112360108,8276235.5,0.0,C1241281307,0.0,0.0,1,0,10
29582,0,1,26,CASH_OUT,78741.64,C1993214834,78741.64,0.0,C1402138462,48628.52,127370.16,1,0,1
29583,0,0,16,CASH_OUT,71771.85,C1756262213,2502.0,0.0,C392581734,0.0,71771.85,0,0,0
29584,0,0,277,PAYMENT,1664.77,C337879395,159177.4,157512.62,M983789180,0.0,0.0,0,0,11
29585,0,0,18,CASH_IN,233030.45,C143973547,1532439.08,1765469.54,C2056211233,1841388.67,1608358.22,0,0,0
29586,0,1,65,TRANSFER,403975.39,C2112892697,403975.39,0.0,C1785871119,0.0,0.0,1,0,2
29587,0,0,403,CASH_OUT,215726.51,C1610644537,207217.0,0.0,C41154264,409137.69,624864.2,0,0,16
29588,0,0,41,CASH_OUT,147012.2,C1430844409,133389.0,0.0,C804179407,372704.58,519716.77,0,0,1
29589,0,0,396,TRANSFER,3345716.86,C2085698164,0.0,0.0,C319929765,25629473.93,28975190.79,0,0,16
29590,0,1,148,TRANSFER,208630.6,C981156733,208630.6,0.0,C1127756392,0.0,0.0,1,0,6
29591,0,0,20,PAYMENT,17401.43,C620757018,985503.0,968101.57,M473837785,0.0,0.0,0,0,0
29592,0,0,203,PAYMENT,1808.1,C1124164982,0.0,0.0,M1446065815,0.0,0.0,0,0,8
29593,0,1,122,CASH_OUT,2658595.89,C788747190,2658595.89,0.0,C580774916,286931.14,2945527.03,1,0,5
29594,0,0,229,CASH_IN,376982.61,C565379037,1361126.68,1738109.28,C668345982,4386168.04,4009185.43,0,0,9
29595,0,0,331,CASH_IN,227859.56,C392813407,657879.82,885739.38,C1569079182,7341136.61,7113277.05,0,0,13
29596,0,0,302,CASH_OUT,90314.64,C1807227110,0.0,0.0,C151669236,900470.04,990784.68,0,0,12
29597,0,1,179,TRANSFER,1494831.65,C1705883896,1494831.65,0.0,C258215915,0.0,0.0,1,0,7
29598,0,0,235,TRANSFER,116041.67,C493231689,0.0,0.0,C75372511,4023323.68,4139365.35,0,0,9
29599,0,0,21,PAYMENT,2348.33,C1967454133,0.0,0.0,M952000848,0.0,0.0,0,0,0
29600,0,1,369,TRANSFER,89596.79,C1585320500,89596.79,0.0,C1154746832,0.0,0.0,1,0,15
29601,0,0,136,CASH_IN,170401.54,C260055053,126027.8,296429.33,C1457427566,222124.53,51723.0,0,0,5
29602,0,0,284,CASH_OUT,581398.22,C1124224042,0.0,0.0,C2086128653,651953.96,1233352.18,0,0,11
29603,0,1,378,CASH_OUT,187761.76,C213567087,187761.76,0.0,C349611692,360353.54,687445.2,1,0,15
29604,0,1,292,CASH_OUT,21859.86,C147918095,21859.86,0.0,C1273645677,0.0,21859.86,1,0,12
29605,0,1,221,CASH_OUT,1123561.68,C1033117475,1123561.68,0.0,C538661860,0.0,1123561.68,1,0,9
29606,0,1,640,CASH_OUT,40867.66,C1092813707,40867.66,0.0,C769266186,0.0,40867.66,1,0,26
29607,0,0,15,PAYMENT,6459.98,C687381775,0.0,0.0,M1307834394,0.0,0.0,0,0,0
29608,0,1,529,TRANSFER,1399724.98,C1420554412,1399724.98,0.0,C424524612,0.0,0.0,1,0,22
29609,0,0,182,PAYMENT,9869.88,C1518937462,0.0,0.0,M2031669501,0.0,0.0,0,0,7
29610,0,1,151,TRANSFER,113614.57,C134880961,113614.57,0.0,C1742051679,0.0,0.0,1,0,6
29611,0,0,261,PAYMENT,13087.65,C427455416,0.0,0.0,M1969682155,0.0,0.0,0,0,10
29612,0,0,138,PAYMENT,18626.89,C701979686,0.0,0.0,M1619090273,0.0,0.0,0,0,5
29613,0,0,374,PAYMENT,13565.45,C1865203284,281160.71,267595.26,M797441874,0.0,0.0,0,0,15
29614,0,1,19,CASH_OUT,122101.57,C149845822,0.0,0.0,C1200316948,0.0,639940.2,1,0,0
29615,0,1,299,TRANSFER,1150561.97,C817857207,1150561.97,0.0,C1094225384,0.0,0.0,1,0,12
29616,0,0,331,CASH_OUT,67272.39,C1647236262,324121.0,256848.61,C826201900,38901.0,0.0,0,0,13
29617,0,1,673,TRANSFER,329055.47,C1091119024,329055.47,0.0,C538971825,0.0,0.0,1,0,28
29618,0,1,736,TRANSFER,53315.31,C914459666,53315.31,0.0,C73348302,0.0,0.0,1,0,30
29619,0,1,523,CASH_OUT,10000000.0,C956657254,10000000.0,0.0,C383956352,198226.59,10198226.59,1,0,21
29620,0,0,692,CASH_OUT,177889.71,C1675819588,0.0,0.0,C1657637717,2220858.2,2398747.91,0,0,28
29621,0,1,611,TRANSFER,582725.12,C542772115,582725.12,0.0,C1024515079,0.0,0.0,1,0,25
29622,0,1,284,CASH_OUT,800115.05,C98533918,800115.05,0.0,C1726841955,317406.39,1117521.44,1,0,11
29623,0,1,181,CASH_OUT,252189.32,C1835922143,252189.32,0.0,C705527703,310145.69,562335.01,1,0,7
29624,0,1,233,CASH_OUT,48156.69,C1285235130,48156.69,0.0,C160460815,132064.21,180220.9,1,0,9
29625,0,0,346,CASH_OUT,503163.19,C21123700,104973.0,0.0,C39360333,3924.82,321613.06,0,0,14
29626,0,0,183,CASH_IN,257110.2,C1569506824,8823081.67,9080191.87,C1439843980,3294057.24,3036947.04,0,0,7
29627,0,0,42,CASH_IN,62627.96,C1573431472,2871170.92,2933798.88,C1705978837,247272.96,184645.0,0,0,1
29628,0,0,308,PAYMENT,25034.6,C1276776268,374208.42,349173.82,M835484969,0.0,0.0,0,0,12
29629,0,0,331,PAYMENT,12474.96,C688590227,0.0,0.0,M1530839229,0.0,0.0,0,0,13
29630,0,0,275,PAYMENT,11765.46,C127151947,20640.0,8874.54,M410280415,0.0,0.0,0,0,11
29631,0,0,13,PAYMENT,5370.48,C1950430735,20669.0,15298.52,M295135172,0.0,0.0,0,0,0
29632,0,0,155,TRANSFER,506717.3,C739159370,9910.0,0.0,C124674957,850960.48,1357677.78,0,0,6
29633,0,0,205,PAYMENT,13163.97,C1375391357,0.0,0.0,M1657245915,0.0,0.0,0,0,8
29634,0,0,130,CASH_IN,390615.75,C523529487,6200589.19,6591204.94,C478464401,2167294.56,1776678.81,0,0,5
29635,0,1,572,TRANSFER,262960.23,C1013385845,262960.23,0.0,C1547908337,0.0,0.0,1,0,23
29636,0,1,156,CASH_OUT,254167.15,C930019406,254167.15,0.0,C1455547757,101467.87,355635.02,1,0,6
29637,0,1,79,CASH_OUT,1619331.51,C1899697178,1619331.51,0.0,C553920581,0.0,1619331.51,1,0,3
29638,0,0,305,CASH_IN,31878.34,C992796460,213632.0,245510.34,C33613083,256753.28,224874.94,0,0,12
29639,0,0,182,CASH_OUT,189037.27,C1739561519,0.0,0.0,C801207885,818632.73,1007670.0,0,0,7
29640,0,0,42,PAYMENT,18298.81,C773971810,0.0,0.0,M1117302340,0.0,0.0,0,0,1
29641,0,0,44,CASH_OUT,57875.94,C1732521662,40155.0,0.0,C339438511,30094.0,0.0,0,0,1
29642,0,1,362,TRANSFER,7677120.59,C2068656014,7677120.59,0.0,C1266729216,0.0,0.0,1,0,15
29643,0,0,258,CASH_OUT,109182.13,C2076763173,0.0,0.0,C355589374,172568.87,281751.0,0,0,10
29644,0,1,62,TRANSFER,724414.43,C1803571079,724414.43,0.0,C1642306592,0.0,0.0,1,0,2
29645,0,0,280,CASH_OUT,51767.11,C249853319,0.0,0.0,C1865144538,588857.11,640624.22,0,0,11
29646,0,0,301,CASH_OUT,894.97,C543518503,11635.0,10740.03,C1202876903,3154.97,4049.94,0,0,12
29647,0,1,153,CASH_OUT,115535.52,C374230144,115535.52,0.0,C209338104,0.0,115535.52,1,0,6
29648,0,1,580,TRANSFER,282500.69,C937056998,282500.69,0.0,C48363551,0.0,0.0,1,0,24
29649,0,1,383,CASH_OUT,4961093.21,C1283767836,4961093.21,0.0,C1198859415,0.0,4961093.21,1,0,15
29650,0,1,64,TRANSFER,37796.75,C1530845932,37796.75,0.0,C2125159934,0.0,0.0,1,0,2
29651,0,1,374,CASH_OUT,54725.54,C504247900,54725.54,0.0,C1327566148,0.0,54725.54,1,0,15
29652,0,1,139,TRANSFER,375141.86,C797411112,375141.86,0.0,C1969431607,0.0,0.0,1,0,5
29653,0,0,254,CASH_IN,295515.12,C1372244504,145892.0,441407.12,C390282541,0.0,0.0,0,0,10
29654,0,1,57,CASH_OUT,157610.11,C1227085633,157610.11,0.0,C1712237759,949587.48,1107197.59,1,0,2
29655,0,0,371,PAYMENT,8530.1,C1684943998,0.0,0.0,M427783901,0.0,0.0,0,0,15
29656,0,0,226,PAYMENT,51457.03,C930629344,9504.0,0.0,M482774074,0.0,0.0,0,0,9
29657,0,0,256,CASH_OUT,312281.97,C2035987714,49852.0,0.0,C829140392,64637.83,376919.79,0,0,10
29658,0,0,305,PAYMENT,23295.02,C574349096,194636.0,171340.98,M923608416,0.0,0.0,0,0,12
29659,0,0,305,CASH_OUT,125240.83,C1299478532,0.0,0.0,C1544306253,402593.87,527834.7,0,0,12
29660,0,0,217,PAYMENT,5710.2,C206164756,21679.0,15968.8,M971462645,0.0,0.0,0,0,9
29661,0,0,306,CASH_OUT,128051.42,C47309203,31181.0,0.0,C648087317,227140.19,355191.61,0,0,12
29662,0,1,111,TRANSFER,98692.72,C782313486,98692.72,0.0,C280090898,0.0,0.0,1,0,4
29663,0,0,188,PAYMENT,4654.09,C158788633,10130.05,5475.96,M1989456663,0.0,0.0,0,0,7
29664,0,1,255,TRANSFER,667257.72,C275419621,667257.72,0.0,C771768546,0.0,0.0,1,0,10
29665,0,1,318,TRANSFER,688473.32,C1924852703,688473.32,0.0,C43802286,0.0,0.0,1,0,13
29666,0,0,302,CASH_IN,72450.34,C878216378,7488754.43,7561204.77,C1384042332,4297165.52,4224715.18,0,0,12
29667,0,1,669,TRANSFER,57658.26,C485976806,57658.26,0.0,C399785222,0.0,0.0,1,0,27
29668,0,1,699,TRANSFER,215013.3,C29153340,215013.3,0.0,C1227830084,0.0,0.0,1,0,29
29669,0,0,38,CASH_OUT,446605.98,C2117315647,10989.0,0.0,C740710888,1022514.1,1469120.07,0,0,1
29670,0,1,170,TRANSFER,908858.12,C1145874885,908858.12,0.0,C1766823822,0.0,0.0,1,0,7
29671,0,0,15,CASH_IN,118656.14,C272427082,937153.62,1055809.76,C241888581,205196.96,247139.9,0,0,0
29672,0,0,298,PAYMENT,30944.88,C275977059,0.0,0.0,M1546454340,0.0,0.0,0,0,12
29673,0,0,95,PAYMENT,747.11,C1379492671,103402.5,102655.38,M363423894,0.0,0.0,0,0,3
29674,0,0,234,CASH_OUT,121409.74,C744521959,0.0,0.0,C1048459319,2465144.85,2586554.59,0,0,9
29675,0,0,1,PAYMENT,1461.06,C641030345,226.0,0.0,M521466380,0.0,0.0,0,0,0
29676,0,0,41,TRANSFER,179754.08,C410386710,0.0,0.0,C99354359,906398.63,1086152.71,0,0,1
29677,0,1,645,CASH_OUT,326250.51,C1592906945,326250.51,0.0,C379003317,83999.86,410250.38,1,0,26
29678,0,1,231,TRANSFER,273821.76,C121294173,273821.76,0.0,C815544341,0.0,0.0,1,0,9
29679,0,0,155,CASH_OUT,190801.62,C384660014,0.0,0.0,C1184921540,568945.39,759747.01,0,0,6
29680,0,1,214,TRANSFER,1368391.5,C1099567292,1368391.5,0.0,C219699784,0.0,0.0,1,0,8
29681,0,1,693,CASH_OUT,463891.31,C783919407,463891.31,0.0,C882063580,138792.98,602684.29,1,0,28
29682,0,1,441,TRANSFER,5429153.98,C2027207246,5429153.98,0.0,C1388180627,0.0,0.0,1,0,18
29683,0,1,421,TRANSFER,1501341.87,C1749948822,1501341.87,0.0,C1224774762,0.0,0.0,1,0,17
29684,0,0,140,CASH_IN,230144.24,C470522340,13153227.39,13383371.63,C1367816132,1400277.52,1405049.83,0,0,5
29685,0,0,155,CASH_OUT,39124.41,C704217015,11033.0,0.0,C1463809678,297644.71,336769.11,0,0,6
29686,0,0,349,CASH_OUT,264859.82,C795974059,29878.0,0.0,C1103553013,0.0,264859.82,0,0,14
